label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
draw,0.396963298,0.718339086,-3.41E-05,0.419034064,0.695640802,-0.005020222,0.433806419,0.659346461,-0.009473349,0.436122924,0.625463784,-0.015757011,0.425751686,0.607893825,-0.019420292,0.41967833,0.625311434,0.007466702,0.427708149,0.550333619,-0.013375163,0.423237175,0.579458237,-0.003843114,0.43045935,0.525609732,-0.019689715,0.408024251,0.626650631,0.00281909,0.420235485,0.620042324,-0.024435433,0.416187078,0.593275607,-0.017574541,0.418315172,0.641011238,-0.023508813,0.395881772,0.632305801,-0.004719734,0.409167111,0.637512922,-0.027952893,0.405470431,0.607802987,-0.024209434,0.406624973,0.658892393,-0.025222855,0.382492065,0.641089797,-0.012482708,0.39871785,0.634505212,-0.027705098,0.393328011,0.6142748,-0.025651883,0.396461278,0.654214919,-0.02660206
draw,0.397688985,0.71777761,-4.27E-05,0.41972813,0.695791483,-0.006805706,0.435473621,0.660687566,-0.013741064,0.438047826,0.625971138,-0.021890195,0.425556272,0.608702838,-0.026776146,0.42168206,0.624217391,0.00404133,0.429042339,0.546729147,-0.019931693,0.425200433,0.575896561,-0.009745051,0.431514978,0.521405995,-0.025732491,0.409387797,0.625908434,0.000127189,0.419555604,0.636037529,-0.028910603,0.418518931,0.601163983,-0.024362382,0.415142268,0.655264437,-0.024362464,0.396856487,0.631660759,-0.007219844,0.409894049,0.645116627,-0.030837433,0.407337368,0.611822724,-0.029350771,0.406376988,0.663623333,-0.026463062,0.383344024,0.640215933,-0.014568658,0.399492651,0.640634537,-0.028638588,0.394612193,0.617050767,-0.027926279,0.396797121,0.658673167,-0.026595248
draw,0.398358196,0.719759226,-4.16E-05,0.420490295,0.695248246,-0.006080653,0.43632859,0.658875704,-0.012087676,0.43835628,0.624780893,-0.019561876,0.424651414,0.611798882,-0.024842015,0.421888381,0.623475432,0.005893203,0.430168688,0.546209574,-0.016317539,0.425824285,0.575042725,-0.006712256,0.432680041,0.52088666,-0.022503022,0.40917331,0.626484275,0.001412071,0.420153081,0.637521982,-0.025882004,0.41904366,0.600897968,-0.023306562,0.415128738,0.657730937,-0.019820614,0.396412879,0.633129656,-0.006293624,0.410351694,0.647122324,-0.027920064,0.407539934,0.61265403,-0.028634612,0.405916184,0.665273726,-0.022092141,0.382603198,0.642169297,-0.014326227,0.399230212,0.640662909,-0.026581027,0.394213974,0.617061198,-0.027235528,0.395561904,0.658121109,-0.023943877
draw,0.398715854,0.720866561,-4.50E-05,0.421014696,0.696019292,-0.006866392,0.436479986,0.658941627,-0.014281259,0.439266115,0.626428723,-0.023356797,0.42699939,0.614819944,-0.030312225,0.422976971,0.622261107,0.002370322,0.429789096,0.544476926,-0.019768853,0.426367134,0.57359463,-0.010183963,0.431474954,0.518934965,-0.026661154,0.410289675,0.625418782,-0.002443522,0.42191425,0.633806407,-0.03277722,0.419922948,0.599256814,-0.027592974,0.417835146,0.654338539,-0.02867458,0.397682518,0.632441998,-0.01004115,0.411646992,0.643806279,-0.033593178,0.408268273,0.611164033,-0.032242902,0.408142567,0.662647843,-0.028705351,0.384308338,0.642510772,-0.018186994,0.400301814,0.641039968,-0.032008361,0.39498353,0.618454456,-0.031432446,0.397539347,0.658518553,-0.029456249
draw,0.399626493,0.723899305,-5.11E-05,0.421925604,0.698031247,-0.006151228,0.436771691,0.659910917,-0.012136479,0.43793571,0.626395166,-0.019795613,0.425481439,0.614174783,-0.025535086,0.423088759,0.623052478,0.004205329,0.430138201,0.545544744,-0.016837701,0.426509887,0.574527204,-0.007868369,0.432443738,0.519767642,-0.023362009,0.410164446,0.62636745,-0.000696554,0.421900392,0.638801813,-0.030688407,0.420435369,0.602619827,-0.026180394,0.417852461,0.660803497,-0.026119223,0.39740327,0.633018374,-0.008673659,0.411787897,0.648053944,-0.031915359,0.408768922,0.614012301,-0.031320464,0.408446461,0.668158352,-0.026839361,0.383792073,0.642650604,-0.017182814,0.399835646,0.64279592,-0.030419054,0.394704968,0.619230449,-0.030108519,0.397373021,0.660907388,-0.028595537
draw,0.399965256,0.725844264,-4.40E-05,0.422044814,0.700525761,-0.007009722,0.436578423,0.664078057,-0.014076471,0.438718736,0.632071733,-0.022972532,0.428500891,0.61675173,-0.030043021,0.423308641,0.624971926,0.000611964,0.430240631,0.544851959,-0.020936837,0.426474482,0.574740469,-0.011422474,0.432680547,0.518586457,-0.028151123,0.410270542,0.628240645,-0.004342902,0.422790915,0.639496803,-0.035612494,0.420158118,0.604708791,-0.029358134,0.419826418,0.661025226,-0.032430194,0.397385031,0.63541311,-0.012029765,0.412154704,0.649095774,-0.034618381,0.408203423,0.616613865,-0.033725664,0.409947991,0.668543935,-0.0298589,0.383417875,0.645725727,-0.020277288,0.399459094,0.644336462,-0.03421947,0.393633634,0.622352123,-0.03371409,0.398322314,0.661460459,-0.031793844
draw,0.398646533,0.728236198,-4.63E-05,0.420832336,0.704694748,-0.006683479,0.436434835,0.667794824,-0.014001476,0.439673543,0.635223627,-0.023539588,0.430076718,0.617855608,-0.030875953,0.422674537,0.625238478,0.001480214,0.429899335,0.546336293,-0.019653557,0.426440358,0.576246917,-0.009991367,0.431827247,0.519643664,-0.02781345,0.409476131,0.628355563,-0.003884902,0.422430128,0.64279896,-0.034646362,0.420408785,0.606654048,-0.028509386,0.418642253,0.663898826,-0.031754438,0.396697581,0.635309041,-0.012395401,0.411335051,0.653639257,-0.034552563,0.40864712,0.619700611,-0.033543058,0.407986343,0.672093689,-0.03053624,0.383034557,0.645304501,-0.021609617,0.399000943,0.648761988,-0.033249751,0.394205779,0.624952972,-0.03354238,0.396713883,0.665343761,-0.03095717
draw,0.398771763,0.730669856,-5.38E-05,0.42092064,0.704917431,-0.006805549,0.43569389,0.667811036,-0.01448924,0.438572049,0.635221601,-0.024256213,0.428328395,0.619250476,-0.032179974,0.422473878,0.626994491,0.003084901,0.429752827,0.548069358,-0.018029839,0.426272094,0.577195942,-0.008821301,0.431801289,0.522207737,-0.025020594,0.409336239,0.62995553,-0.002319208,0.421835423,0.645451307,-0.034707755,0.420926034,0.608593404,-0.028545696,0.417229563,0.666050911,-0.031213121,0.396456599,0.636388242,-0.010697188,0.411144763,0.654527962,-0.033751562,0.408811241,0.620235205,-0.032798707,0.407669663,0.672769308,-0.029071556,0.3826904,0.645759583,-0.019771472,0.399032533,0.648126781,-0.03211141,0.394174337,0.624489427,-0.032126632,0.396706283,0.664877176,-0.029576458
draw,0.398436546,0.730754018,-5.11E-05,0.421802044,0.7050336,-0.004921765,0.437197477,0.666375995,-0.011054696,0.43965897,0.633325398,-0.019540923,0.428456843,0.619130492,-0.026707912,0.424052209,0.626196027,0.00374746,0.430648774,0.549310148,-0.015877949,0.427671999,0.578502834,-0.007618526,0.431930035,0.523258686,-0.022220464,0.410244197,0.629658461,-0.00219997,0.422361135,0.640811384,-0.032914594,0.419803023,0.606822491,-0.026135482,0.419764906,0.662653983,-0.03024284,0.397255361,0.637516797,-0.010568232,0.411645293,0.652930915,-0.032681119,0.40804413,0.621528149,-0.030539889,0.409720629,0.672394156,-0.02923323,0.384320438,0.648574769,-0.019442057,0.400387913,0.650710583,-0.031318661,0.394986868,0.628655553,-0.030657087,0.399275392,0.667993546,-0.029148405
draw,0.398886353,0.73204267,-5.40E-05,0.421115428,0.70647192,-0.005632927,0.436505198,0.670807481,-0.012735213,0.440006405,0.638854325,-0.022355933,0.430171639,0.623909056,-0.030675665,0.422671109,0.628496647,0.004253538,0.429890662,0.550215423,-0.014409048,0.426099598,0.579278588,-0.006253136,0.432328105,0.524246931,-0.020645592,0.409870237,0.631827474,-0.001319689,0.423150957,0.642354548,-0.0316227,0.420598716,0.609032929,-0.024416246,0.420039624,0.663244069,-0.029851967,0.39757061,0.638617337,-0.009525567,0.41230917,0.654114068,-0.030542448,0.409110367,0.622634232,-0.028733529,0.409957945,0.672856569,-0.027179211,0.384702593,0.648073792,-0.018146701,0.400293499,0.649774849,-0.030522248,0.39536041,0.627529383,-0.029436683,0.398633122,0.666661382,-0.028646886
draw,0.400440693,0.734994292,-5.12E-05,0.421918303,0.709828138,-0.005225002,0.437241375,0.67197299,-0.013013852,0.4399665,0.639376938,-0.023384644,0.430151701,0.622180343,-0.032736048,0.423460275,0.629876971,0.003195121,0.430968165,0.553818464,-0.017780393,0.4275105,0.582563758,-0.008604198,0.432929039,0.527884245,-0.024855748,0.409941345,0.632985413,-0.003378617,0.42304486,0.646428347,-0.03528944,0.42048943,0.611441612,-0.028089011,0.420347571,0.668763399,-0.033234335,0.397248834,0.640069246,-0.012612865,0.413086921,0.658374965,-0.035239007,0.409661233,0.625438631,-0.033332892,0.411134541,0.678918302,-0.031878319,0.384354413,0.650431931,-0.022347303,0.401641011,0.654725015,-0.033479925,0.396452755,0.631128669,-0.033580761,0.400237441,0.672950387,-0.031389404
draw,0.400326163,0.734970629,-4.83E-05,0.422961414,0.710869431,-0.006354032,0.438292652,0.673472583,-0.014287388,0.441096157,0.640516758,-0.024556782,0.431348532,0.622589648,-0.033041321,0.424080819,0.630799234,0.003201668,0.431449831,0.553543627,-0.019529106,0.42798838,0.582900465,-0.009529886,0.433186442,0.527251959,-0.026940588,0.410810292,0.633225739,-0.002671407,0.424705297,0.647348166,-0.035843324,0.422479272,0.612624049,-0.028138634,0.420947015,0.668111086,-0.033775974,0.398128003,0.63992399,-0.011588056,0.413433343,0.65995723,-0.035913773,0.410719126,0.627075732,-0.032915946,0.41045326,0.678518176,-0.033262119,0.385282189,0.649962842,-0.021216184,0.401724279,0.655774474,-0.033056743,0.397198319,0.632466912,-0.032667506,0.399407655,0.67298454,-0.031061385
draw,0.401036292,0.737142801,-5.95E-05,0.423031092,0.713898838,-0.006450915,0.438336849,0.67492944,-0.014016862,0.440362215,0.641657412,-0.023767874,0.429768622,0.626435816,-0.03218342,0.424597859,0.633930504,0.001520271,0.432153076,0.555312335,-0.016866142,0.428655207,0.585192025,-0.008878573,0.434300363,0.527847528,-0.022916462,0.411159813,0.63688159,-0.00454918,0.424021631,0.644062042,-0.037676968,0.420660555,0.614051878,-0.028853871,0.422809005,0.666078329,-0.037233081,0.398409158,0.643903375,-0.013054922,0.413588315,0.658835948,-0.038006343,0.409529626,0.628781974,-0.033818215,0.412809074,0.680190444,-0.036195986,0.385574967,0.654399574,-0.022099679,0.401780576,0.65548259,-0.035365522,0.396284193,0.634625256,-0.034368064,0.401537716,0.673621416,-0.033857893
draw,0.402350008,0.740301907,-5.65E-05,0.424157947,0.716138959,-0.006140027,0.438946128,0.677894175,-0.012829901,0.440518379,0.644943476,-0.021737155,0.430780053,0.628200531,-0.029494464,0.424081802,0.636496425,0.001271545,0.430936992,0.557282507,-0.01944131,0.427408338,0.587423444,-0.010036517,0.433474898,0.530700445,-0.02678025,0.410798043,0.639556825,-0.004587998,0.424442559,0.652812243,-0.036550563,0.421669692,0.618932366,-0.028537873,0.421950877,0.676044047,-0.035678864,0.398243695,0.646894276,-0.012987747,0.413929343,0.665760636,-0.036526367,0.410823673,0.633500516,-0.033501346,0.411778927,0.686588526,-0.034123901,0.385252178,0.657505989,-0.021912929,0.402367413,0.662009716,-0.034223635,0.397515804,0.639492095,-0.033819161,0.400671154,0.679609001,-0.032746613
draw,0.403789282,0.742247105,-5.21E-05,0.42471531,0.719229221,-0.008246795,0.440511018,0.68213135,-0.018511849,0.44344905,0.649644792,-0.030204359,0.431862026,0.63359642,-0.039614685,0.42520076,0.637060046,-0.005169524,0.432001591,0.558257699,-0.025775023,0.428481132,0.58850193,-0.016998312,0.433903903,0.530792475,-0.032688029,0.411519587,0.640682101,-0.010008116,0.425405383,0.652896166,-0.042310085,0.421765655,0.620731831,-0.034717035,0.423487872,0.67458719,-0.040776603,0.39896673,0.649122894,-0.017274803,0.414709955,0.665854216,-0.040472001,0.410624892,0.635562718,-0.037825607,0.413383186,0.68539232,-0.037659004,0.386413336,0.661117017,-0.025162736,0.402787238,0.663262963,-0.038220752,0.397066921,0.641870797,-0.037292238,0.402135342,0.680855632,-0.036586702
draw,0.403353035,0.743995368,-5.07E-05,0.4242585,0.721999705,-0.007883499,0.43973887,0.685342133,-0.018423576,0.442248821,0.652590632,-0.030422635,0.431543022,0.635838389,-0.040133424,0.426640362,0.639021873,-0.005445062,0.432208866,0.559468389,-0.025721919,0.429471761,0.589168191,-0.016912371,0.433741271,0.532389581,-0.032546576,0.412735641,0.641542375,-0.010642898,0.425665289,0.657802224,-0.041679837,0.423568189,0.624401569,-0.034941461,0.42256853,0.676850379,-0.039836571,0.399893105,0.649009526,-0.018276373,0.414840519,0.669996023,-0.039301358,0.411910146,0.638909698,-0.037782975,0.41282779,0.68630141,-0.036592763,0.387226641,0.660064161,-0.026875652,0.403492928,0.668703735,-0.037716489,0.398768067,0.645672262,-0.037421923,0.401977509,0.684353709,-0.036354009
draw,0.403833777,0.743986964,-5.55E-05,0.424343199,0.723295212,-0.005400774,0.44080472,0.686606407,-0.016395194,0.444177449,0.653959692,-0.029878726,0.433646858,0.637592137,-0.041605838,0.425852507,0.637065768,-0.005278529,0.432418883,0.559044421,-0.025958199,0.429251641,0.588884354,-0.016715663,0.434033185,0.532170773,-0.033480242,0.411267877,0.638952255,-0.012385298,0.426010013,0.654568493,-0.044211049,0.422922552,0.622537613,-0.036263205,0.423350692,0.674300075,-0.043974973,0.398614198,0.64729619,-0.021514338,0.415353298,0.671002924,-0.042349845,0.412303388,0.640859544,-0.040204681,0.413116515,0.686940372,-0.040861268,0.387072206,0.659890115,-0.031580418,0.405032367,0.674193799,-0.040365804,0.400298953,0.651683807,-0.040469613,0.403018802,0.688476026,-0.039578617
draw,0.40409115,0.750543833,-6.06E-05,0.424614012,0.728326976,-0.006305701,0.440241605,0.690816581,-0.017359549,0.442956686,0.657452762,-0.0299941,0.433058053,0.641032577,-0.041838616,0.426139206,0.643651962,-0.005796835,0.433432698,0.564409137,-0.028716223,0.429854214,0.595095456,-0.017905617,0.435382038,0.537466288,-0.038091131,0.411411256,0.646104693,-0.01294736,0.426348388,0.661299288,-0.044364102,0.423135072,0.62729907,-0.037537254,0.423924893,0.685059249,-0.043214474,0.39844346,0.654421091,-0.022056045,0.415774882,0.676263452,-0.044370625,0.412542194,0.644155502,-0.042412858,0.413241208,0.696832716,-0.041810259,0.386320412,0.666555285,-0.032227423,0.405028582,0.676778436,-0.04328784,0.399655014,0.652938902,-0.043783464,0.403200746,0.695063055,-0.041605622
draw,0.404828638,0.751849055,-5.98E-05,0.426265746,0.728638709,-0.005930578,0.442295164,0.68957001,-0.017431404,0.444016933,0.656559169,-0.031238779,0.431357205,0.646026373,-0.043906402,0.427228957,0.644299388,-0.005547886,0.434105843,0.564723432,-0.029162681,0.430997223,0.595421076,-0.019365355,0.435345083,0.537173986,-0.036171298,0.412008315,0.647130787,-0.012835248,0.426997572,0.663989544,-0.046665963,0.424430162,0.631632984,-0.039994836,0.423646748,0.683495283,-0.043736063,0.398848921,0.65648818,-0.022094322,0.416201055,0.680064082,-0.044510156,0.413320005,0.649966121,-0.043226302,0.413321853,0.696782589,-0.040745925,0.386868984,0.669861257,-0.032200042,0.406071186,0.682023048,-0.042958461,0.400751054,0.659305215,-0.043455828,0.403914303,0.698014021,-0.040350825
draw,0.405000031,0.755579054,-6.00E-05,0.425434411,0.73314929,-0.00602184,0.441453665,0.693445861,-0.017698843,0.442416608,0.660092235,-0.031292766,0.428830117,0.6496315,-0.044307668,0.425614446,0.64315021,-0.007912325,0.433004469,0.565325677,-0.029994594,0.42948702,0.596437633,-0.020018891,0.434522927,0.537826836,-0.038507119,0.410015643,0.64535743,-0.01553609,0.425544173,0.672382891,-0.044008456,0.423620045,0.637254715,-0.039951198,0.421491235,0.692445993,-0.041003983,0.396893591,0.655747533,-0.025238259,0.41469416,0.684633493,-0.045998435,0.412035406,0.653685033,-0.045854524,0.411369175,0.700648665,-0.042697247,0.385148346,0.670522034,-0.036035072,0.404095858,0.686747909,-0.045183938,0.398915559,0.663712204,-0.046516903,0.401531249,0.70193547,-0.043553278
draw,0.403799117,0.759140074,-5.89E-05,0.424598932,0.73544246,-0.005584565,0.441377133,0.696657658,-0.018358318,0.444372356,0.663211226,-0.033330686,0.431826442,0.650912404,-0.047549434,0.424638122,0.645842552,-0.007960027,0.433298349,0.567412019,-0.034449462,0.429665834,0.599027693,-0.022561444,0.434468061,0.539360404,-0.044297107,0.408561945,0.647529602,-0.016216468,0.425507575,0.672978163,-0.047444593,0.422841191,0.638748407,-0.042444743,0.421413034,0.691622794,-0.044791825,0.395550221,0.657769322,-0.026499068,0.414809227,0.686578274,-0.04767818,0.412185192,0.656709015,-0.047589615,0.410750777,0.701382458,-0.04456332,0.384327143,0.672554195,-0.038082179,0.404513717,0.689972699,-0.04747178,0.399100155,0.666773975,-0.048683055,0.401788235,0.704905808,-0.045618366
draw,0.402923167,0.760638893,-5.32E-05,0.424116671,0.737426162,-0.004966947,0.440536916,0.697400272,-0.017437961,0.442840606,0.663921058,-0.032430653,0.430536985,0.652372181,-0.047055654,0.424477458,0.647066176,-0.008528876,0.432985634,0.567138195,-0.033046033,0.42965585,0.599408269,-0.022401484,0.434021205,0.538544536,-0.042140417,0.408478886,0.648459613,-0.017724505,0.42521587,0.674500704,-0.047744464,0.422458321,0.639625669,-0.043485712,0.421728253,0.694310844,-0.044841889,0.395525962,0.659123361,-0.028741769,0.414884984,0.688179076,-0.049747556,0.41182965,0.657499015,-0.049698818,0.411328167,0.70405519,-0.046876594,0.384608537,0.674901962,-0.04095735,0.404858202,0.694380879,-0.050150748,0.399473637,0.670808792,-0.051288951,0.402409792,0.709282696,-0.048602846
draw,0.402495682,0.762753248,-5.29E-05,0.423274934,0.738510847,-0.006242845,0.439887255,0.70116365,-0.021258442,0.443378657,0.668957174,-0.038460672,0.431602061,0.656623363,-0.055419259,0.422769248,0.646520972,-0.010680818,0.432234526,0.567033947,-0.039086174,0.428655773,0.599745154,-0.026143238,0.433395743,0.537196755,-0.050382238,0.406195641,0.648023844,-0.019981226,0.426583976,0.679979384,-0.052174944,0.423893332,0.641595721,-0.048362821,0.421617985,0.699764431,-0.048364226,0.393305093,0.658910573,-0.031297892,0.415399373,0.693938196,-0.0539595,0.412828386,0.66120863,-0.055590887,0.410166442,0.707734287,-0.049212463,0.382597327,0.675319672,-0.044004161,0.404226184,0.698152184,-0.053075124,0.39921242,0.673876524,-0.05618161,0.399846405,0.710867643,-0.049953092
draw,0.405028999,0.76386708,-4.50E-05,0.424695581,0.739854634,-0.006981703,0.440325975,0.702154636,-0.022891713,0.443099856,0.670225203,-0.041118562,0.431293964,0.657591939,-0.057902761,0.422423184,0.644300282,-0.011492809,0.431028515,0.569340646,-0.041985385,0.427807331,0.600560486,-0.027906263,0.432000339,0.540446937,-0.053786594,0.405493945,0.646118522,-0.021157689,0.425216705,0.678083181,-0.058061335,0.42248866,0.641634822,-0.05163525,0.419927895,0.692685008,-0.056498997,0.392446309,0.658626258,-0.032981303,0.415318608,0.693102121,-0.058278218,0.411604136,0.662399709,-0.05820908,0.410419047,0.701986969,-0.055199303,0.381898254,0.67628473,-0.046062831,0.404744387,0.700514138,-0.056848675,0.398560464,0.677408159,-0.058860771,0.400769562,0.710320294,-0.054926306
